id,title,obj_type,obj_type_id,Identifier,Collection,Dimensions,Creation dates,created by,Description,Subjects,Subject,Related Collection,Link,distributed by,published by,published in association with,illustrated by,text by,Library of Congress Subject Headings,contributor,created for,was located at,originates from,Publication dates,was created in,designed by,printed by,describes,inspired by,Affiliation with Center for Book Arts,depicts,bound by,created at,typesetting by,Copyright dates,Highlight of,printed under the direction of,also created by,paper made by,typography by,edited by,donated by,drawings by,etchings by,enclosure by,CBA course taught by,photographs by,Unnamed: 48,funded by,text translated by,introduction written by,gift of,cover art by,influenced by,is about,foreword by,woodcuts created by,Submission dates,layout by,lithographs by,commissioned by,introduction by,Related Collections,preface by,calligraphy by,originally published by,owned by
1096,Day Dreams,Broadsides,192,FA.OSB7.0865,Fine Art Collection,36.9 x 24 cm,2002,,"CBA copy 2. Letterpress printed poetry broadside. ""This Broadside was designed and printed by Amber McMillan in honor of the poet's reading at the Center for Book Arts on November 1, 2002. The text was handset in Weiss and Waldron, and printed over monoprints by Paula Naughton and Francis Leblanc in an edition of 100.""--Colophon.","['letterpress printing', 'monoprints', 'poetry']",,,,,Center for Book Arts,Center for Book Arts Broadsides Reading Series,,Sharon Dolin,,,,,,,,,"['Francis LeBlanc', 'Paula Naughton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,Days of Awe,Broadsides,192,FA.OSB6.0818.1,Fine Art Collection,,2002,,"Part of the 2002 Center for Book Arts Broadside Reading Series. Letterpress printed from polymer plates in an edition of 150 by Max Koch and Ecstasy C. Seaton, February 2002.","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Patricia Spears Jones,,,,,,,,,"['Max Koch', 'Ecstasy C. Seaton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,Dead History,Broadsides,192,FA.OSB2.1719,Fine Art Collection,20.5 x 28 cm; 8 x 11 in,2014,,"CBA copy 1. Printed by MC Hyland and Jeff Peterson to commemorate the author's honorable mention in the 2014 Poetry Chapbook Competition at The Center for Book Arts, New York, NY. Typefaces are Gill Sans and Adobe Caslon Pro. This is print number 26 of 100.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,M. Callen,,,,,,,Center for Book Arts Collection Place Authority,,"['MC Hyland', 'Jeff Peterson']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,Dead History,Broadsides,192,FA.OSB2.1720,Fine Art Collection,20.5 x 28 cm; 8 x 11 in,2014,,"CBA copy 2. Printed by MC Hyland and Jeff Peterson to commemorate the author's honorable mention in the 2014 Poetry Chapbook Competition at The Center for Book Arts, New York, NY. Typefaces are Gill Sans and Adobe Caslon Pro. This is print number 28 of 100.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,M. Callen,,,,,,,Center for Book Arts Collection Place Authority,,"['MC Hyland', 'Jeff Peterson']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Deadlines,Books,177,FA.B26.0384,Fine Art Collection,21.6 x 14.2 cm; poster,1992,,"Staple fold binding with illustrated lavender flocked wrappers. Book consists of offset printed illustrations with text, and is accompanied by a folded poster depicting the characters in the ""Obituary"" section of the book. ""Deadlines is a cruel and unusual book inspired by newspaper headlines. Many of the pieces deal with man's cruelty to animals. Some of the illustrations and stories are based on actual events but the majority are either fictitious or exaggerated often to the point of absurdity."" [Statement from the artist's website]","[""artists' books"", 'offset lithography', 'pamphlet bindings']",,,,,,,,,,,,,Levittown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,Deadly Glow: A Zine about Deadly Makeup,Pamphlet bindings,184,FA.B109.2023,Fine Art Collection,4.375 x 2.75 in; 11.2 x 7 cm,2017,Maryann Riker,A zine on the history of makeup and the risks it posed to women's health. Part of a second set of five zines about items that have influenced women's health. Designed and written by Maryann Riker with poem by Nancy Scott. Created from a one-sheet book structure. Pamphlet stitched into card-stock cover. 8 pages.,"['Zines', 'health', 'makeup', 'pamphlet bindings', 'poetry']",,,,,JUSTARIP Press,,,,,Nancy Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,Deadly Makeup: A Zine on the History of Makeup,Pamphlet bindings,184,FA.B109.2018,Fine Art Collection,2.9 x 4.25 in; 7.4 x 10.8 cm,2016,Maryann Riker,A zine on the history of poisonous products women used as makeup and their side effects. Part of a set of five zines about items that have influenced women's health. Designed and written by Maryann Riker with poem by Nancy Scott. Created from a one-sheet book structure. Pamphlet stitched into card stock cover. 8 pages.,"['Zines', 'health', 'makeup', 'pamphlet bindings', 'poetry']",,,,,JUSTARIP Press,,,Nancy Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,Dead Soldier,Broadsides,192,FA.OSB7.0883.3,Fine Art Collection,,2007,,Part of the 2007 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Kevin Prufer,,,,,,,,Amber McMillan Braverman,Amber McMillan Braverman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,Dear Dear Dear Dear,Zines,194,FA.PC9.4285,Fine Art Collection,18 pages : color illustrations ; 22 cm,2015,Timm Mettler,Softcover. Staple bound (saddle stitched).,,,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,Dear Printer Don't Print,Books,177,FA.B132.3123,Fine Art Collection,10 x 8 inches,NA,,Softcover. Staple bound (saddle stitched). Risograph printed with tipped-in postcard and page,,appropriation,,,,Calipso Press,,,,,,Ulises Carrión,,,2024,,Valentina Amestica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Dear Typophiles,Prints,191,FA.FFS9.3088,Fine Art Collection,26 x 38 cm,NA,Whittington Press,"Letterpress poster, 11/10/06 w/ Miriam MacGregor engraving signed by the artist.","['color wood engravings', 'letterpress printing']",,,,,,,Miriam MacGregor,,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Death Made Simple: Activities For All Ages,Books,177,FA.B26.0386,Fine Art Collection,12 leaves; 14 x 21.6 cm,NA,,"Staple saddle stitched; offset lithography; gray classic laid; white opaque paper with text and illustrations. According to a statement on the artist's website, this book is the first in a series of booklets by Arnow that take on death as a theme. ""Death Made Simple is a parody of children's activity books. It includes a morbid crossword puzzle, odd picture games... including connect the dots of Disease Carriers and The Diseases They Transmit and the picture puzzle entitled Help Joey Find The Dead Things.""",,,,,,,,,,,,,,Levittown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,DECE,Pamphlet bindings,184,FA.B37.0703,Fine Art Collection,10 leaves; 7.6 x 14 cm,1987,"['Esther K. Smith', 'Dikko Faust']","Booklet comprised of an unbound signature [may be a calendar]. Letterpress printed on lavender flecked paper; with silver vertical linear composition on each page; red and blue ink used for text and colophon. ""Handset type: Rhumba, Optima. Letterpress: Mothra, a Vandercook 4. Paper: Tumba. Endsheets: Hanagatami. Cover: leather. Binding: handsewn longstich. Made by: Esther K. Smith, Dikko Faust. Edition: 200. First 150 signed & numbered in unique covers. 50 desk size...""--Colophon.","[""artists' books"", 'letterpress printing', 'signatures']",,,,,Purgatory Pie Press,,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,Deception,Coptic bindings,180,FA.B96.1544,Fine Art Collection,llustrations: 8 p. of color lithographs (17 x 49 cm.) folded to form 2 double leaves with Persian calligraphy superimposed.; 25 x 17 cm.,1998,Zahra Partovi,"Coptic binding and translations by Zahra Partovi. The book presents a selection of Rumi with text in English and Persian. Includes fold-outs and etchings byElizabeth Harrington, calligraphy by Jerry Kelly. Enclosed in clamshell box with work title hot-stamped on front. For discussion of the editions of selections from Rūmī published by Vincent Fitz Gerald, cf. article by Gerrit Henry in Print collector's newsletter, v. 21 (Mar.-Apr. 1990), p. 10-12. The Center for Book Arts holds the artist's proof, signed in pencil by Partovi and Harrington.",,,,,,,,,,Artists' books,,,,,,,,,,,,,,,,,,,,"Dieu Donne Papermill, Inc.",,,,,,,,,,,Zahra Partovi,,,,,,,,,,,,,,,Jerry Kelly,,
907,DE & C,Pamphlet bindings,184,FA.B37.0704,Fine Art Collection,6 leaves; 11.5 x 18 cm,NA,"['Esther K. Smith', 'Dikko Faust']",Booklet comprised of an unbound signature. Letterpress printed on lavender flecked paper; with silver vertical and horizontal linear composition on each page. No colophon. CBA has two copies.,,,,,,,,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,Deciphering Human Chromosome 16: Index to the Report,Books,177,FA.B75.1143,Fine Art Collection,7.5 x 10 in ;25 x 19 cm,2010,Sarah Jacobs,"White commercially printed book. Black print. ""The Index to the Report sets fragments collected from the websites against the background of the earlier draft sequence originally published by Project Gutenberg. The solid physicality of the Index contrasts with the ever changing Report although vagaries of the printing process ensure that each copy of the Index is unique.""--www.informationasmaterial.com/Work/Jacobs.htm.","[""artists' books"", 'computer art', 'literature']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,Deconstructing Elsie,Books,177,FA.OSS3.1780,Fine Art Collection,11 x 14 in; 28 x 35.6 cm,2014,Nava Atlas,"Digital offset, spiral bound, edition of 200. Statement from the artist: ""When I began working on Deconstructing Elsie, my purpose was to create a visual exploration of the dark side of the dairy industry in a nutshell, from the heartbreaking abuse of cows (as well as the discarded calves that become veal) to pollution of soil and water, dissemination of false information, and much more in between. What I didn't expect was to find such a huge intersection between the stark facts about Big Dairy and ideas about oppression as they pertain to patriarchy and misogyny. Altering midcentury Elsie the Cow advertisements seemed a perfect vehicle for presenting the disturbing themes in these intertwined subjects with a bit of levity. Deconstructing Elsie weaves health, environmental, political, and ethical issues particular to the dairy industry with notions of gender and animal oppression and patriarchy.""","['advertising', 'dairy farms', 'environmental impact', 'political art', 'spiral bindings']",,,Artist's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,Deed,Broadsides,192,FA.OSB2.1721,Fine Art Collection,20 x 20.5 cm; 7.75 x 8 in,2015,,"CBA copy 1. Designed and printed by Quincy Dean-Slobod, Emily Gross, and Judy Gu. Printed in an edition of 100 for the Center for Book Arts, New York City, in honor of the Poet's receiving an honorable mention in the 2015 Chapbook competition. Edition 44 of 100.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Pablo Miguel Martinez,,,,,,,Center for Book Arts Collection Place Authority,"['Quincy Dean-Slobod', 'Emily Gross', 'Judy Gu']","['Quincy Dean-Slobod', 'Emily Gross', 'Judy Gu']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,Deed,Broadsides,192,FA.OSB2.1722,Fine Art Collection,20 x 20.5 cm; 7.75 x 8 in,2015,,"CBA copy 2. Designed and printed by Quincy Dean-Slobod, Emily Gross, and Judy Gu. Printed in an edition of 100 for the Center for Book Arts, New York City, in honor of the Poet's receiving an honorable mention in the 2015 Chapbook competition. Edition 46 of 100.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Pablo Miguel Martinez,,,,,,,Center for Book Arts Collection Place Authority,"['Quincy Dean-Slobod', 'Emily Gross', 'Judy Gu']","['Quincy Dean-Slobod', 'Emily Gross', 'Judy Gu']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Deep Rooted,Books,177,FA.B80.1187,Fine Art Collection,,2001,"['Ginger Bellerud', 'Caitlin Devereaux', 'Andrew Schoonmaker', 'Andrew Schoonmaker', 'Andrew Schoonmaker', 'Randi Feuerheim-Watts', 'Hillary Moore', 'Sara Bachman-Williams', 'Peter Sullivan', 'Peter Sullivan', ""Brodie O'Brien""]",Letterpress print. Hand ripped Zerkall Book paper painted with walnut ink. Twenty four hand typeset and printed. Images made by overprinting with linoleum blocks and acrylic paints. Front and back matter printed in 14 pt. Scripps College Old Style. Various typefaces used for interior sections. Cover done in bark paper and reinforced with Tyvek.,"[""artists' books"", 'letterpress printing', 'typography']",,,,,,Scripps College Press,,,,,,,,,,,,,,,,,,,,,Kitty Maryatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,De la Edad de Oro,Books,177,FA.B2.0057,Fine Art Collection,29 leaves; 22 x 17 cm (8 5/8 x 6 3/4 inches),2002,Jose Marti,"Edition consists of 250 numbered pieces. ""Ejemplar no. 157""--Back cover flap. Cover consists of art paper, embellished with a collage of painted, rustic paper and tied with yellow yarn. The third title page is printed on rustic paper, illustrated, and identifies Iosmey Barbiera as the illustrator. Leaves are photocopied and present illustrations with Spanish/English language short stories and poetry. This book is part of a collection of handmade books, most with cords for hanging (literatura de cordel), published by Ediciones VigiÌa under the auspices of the Cuban Ministry of Culture.","[""artists' books"", 'collages', 'copy art', 'poetry', 'private presses', 'short stories']",,,,,Ediciones Vigía,,,,,,,,,,Matanzas,Iosmey Barbier,,,,,,,,,,,,,,,,Linda Howe,,,,,,,,,,,,,,,,,,,,,,,,,
5173,"Delivery for You, Mr. North",Prints,191,FA.FFL3.5020,Fine Art Collection,"72 x 53 cm; 28.25"" x 20.5""",1990,John Risseeuw,"Lithograph and screenprint on Arches paper, letterpress on handmade paper, screenprint on cotton cloth, and attachments. The background of the print is a lithographed collage of various newspaper articles about the Contras in Central America. On top of the news articles rests an image of a brown, folded, laundered shirt with a paper tag collaged on",,,,Cabbagehead Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Demon Dancing,Prints,191,FA.B33.0472,Fine Art Collection,15.6 x 10.8 cm,1986,Erica Von Horn,"Number 30 in an Edition of 300; PC V No.11; signed by Von Horn and Dikko Faust. Double side, two color, letterpress printed postcard on blue paper; with a gold and black, geometric and figural illlustration. ""Linocut and printing by Dikko on Mothra the demon letterpress. Type Kaufmann Bold"". CBA copy is accompanied by a turquoise Purgatory Press envelope postmarked 20 Dec 1986 and a three color advertisement and order coupon for works created by Purgatory Pie Press. ""1987 the hidden agenda""--verso; ""Long. Lean. Chic...""--recto.",,,Purgatory Pie Press,,,Purgatory Pie Press,,,,,,,,New York City,,,,Dikko Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,Departure,Broadsides,192,FA.OSB2.1842.3,Fine Art Collection,13 x 10 in,2018,,"Letterpress printed poem by Xavier Valcárcel de Jesús. Created as part of the 2018 Center for Book Arts Broadside Reading Series and printed in honor of the poet's reading at the Center on May 11, 2018. Designed and printed by Aurora De Armendi in an edition of 100. Printed in English and Spanish. Translated by Urayoan Noel. Signed by the poet.","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Xavier Valcárcel de Jesús,,,,,,,,Aurora De Armendi,Aurora De Armendi,,,,,,,,,,,,,,,,,,,,,,,Urayoan Noel,,,,,,,,,,,,,,,,,
3701,Depero Futurista,Books,177,FA.OSS3.1803,Fine Art Collection,12.5 x 9.5 in; 32 cm x 24.2 cm,2016,Fortunato Depero,"Italian futurist Fortunato Depero's 1927 'Deperio Futurista' is universally recognized as a landmark avant-garde example of the 'book as object'. Filled with bold typographic experimentation, daring layouts and featuring work in nearly artistic medium, it is widely known as 'The Bolted Book' because it is famously bound together by two large industrial aluminum bolts. This new edition is the first exact copy of Depero's groundbreaking monograph produced since its original publication ninety years ago. This exact facsimile - featuring five types of paper and meticulously recreated bolts - includes a wealth of Depero's influential paintings, sculptures, textile and architectural designs - any or all of which can be removed and displayed as individual pieces of art. The accompanying Reader's Guide explores the extraordinary legacy of the project, setting the book in its proper context and making it available as a source of inspiration for a new generation. The Center for Italian Modern Art, Museo di arte moderna e contemporanea di Trento e Rovereto, and Designers & Books partnered to reproduce this work.","['Futurist', 'graphic design', 'typography']",,,,,,"['Center for Italian Modern Art', 'Museo di arte moderna e contemporanea di Trento e Rovereto', 'Designers & Books']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,Der Einzige und sein Eigentum,Perfect bindings,182,FA.B85.1304,Fine Art Collection,460 p. : 15 cm.,NA,Michalis Pichler,"Copy 1. ""'Der Einzige und sein Eigentum' (2009) by Michalis Pichler is a >filtered< version of Max Stirner's philosophical magnum opus 'Der Einzige und sein Eigentum' [The Ego and His Own] (1844), with detailed preservation of format, pagination, print space, typeset, page- and text proportions etc. of the contemporary German Reclam-edition, which has been in print almost unchanged since 1972."" -- from Afterword by Annette Gilbert. Most of the book is in German, though the appendix and table of contents (at back) appear in both German and English.",,individualism,,,,,,,,,,,,,,,,Sapnu Sala,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,Laura G. Cabanillas,,,,,,,,
4842,Der Einzige und sein Eigentum (The Ego and Its Own),Books,177,FA.B109.1980,Fine Art Collection,5.9 x 3.94 in; 15 x 10 cm,2011,Michalis Pichler,"Sewn bound paperback, offset printed in black and white. 460 p. Book cover and glossary with Chinese translation. ""Pichler works conceptually, often in series and with vernacular material, while in the 'greatest hits' series he appropriates historical and contemporary predecessors. Internationally known for his conceptual work in text, image, object, and sound, Pichler appropriates Max Stirner's original 1844 publication, Der Einzige und sein Eigentum (The Ego and Its Own), to create a new vision of this classic manifesto of individual anarchism. In his version of the book, Pichler has edited the source text to include first-person pronouns only. As author and theorist Craig Dworkin writes of Pichler's work, 'The most abstract, conceptual gestures must always be embodied. Here then is conceptual art as confessional lyric, the spirit and the letter, the flesh made word.'"" -- from the publisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,Desbordado,Prints,191,FA.FFM12.4111,Fine Art Collection,"51.5 x 38 cm; 20"" x 15""",2014,,"Three layer multicolor lithograph printed on white paper. There is a dark grey green background with a layer of a washy touche printed on top of it in white. The top graphic layer is printed in black. The print is signed, dated, and editioned by the artist. The print is marked as AP VI/X. edition of 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Description,Mail Art,34245,FA.B63.0992,Fine Art Collection,16 x 21 cm,2008,Mark Bryant,"Cardboard postcard with ""analog collage"" of color print outs.","['Mail Art', 'collage']",,,,,,,,,,,Mapping Correspondence: Mail Art in the 21st Century,Center for Book Arts Collection Place Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,Desde el Cuarto Oscuro : el Cine Manufacturado de Peter Tscherkassky,Perfect bindings,182,FA.B88.1339,Fine Art Collection,191 p. : ill. (some col.) ; 22 cm.,2012,,"Translates to ""From a Dark Room : The Manufactured Cinema of Peter Tscherkassky"". Perfect bound, brown cardboard cover. Published in the occasion of the ""Retrospective Peter Tscherkassky"" organized by Festival Internacional de Cine UNAM, 2012. English version begins at page 100. Contents: Introduction / Maximiliano Cruz and Sandra Gomez - Epilogue, Prologue. Autobiographical notes along a filmography / Peter Tscherkassky - How and why? Some comments about the production techniques used in the making of the CinemaScope Trilogy / Peter Tscherkassky - Peter Tscherkassky. Film Manufacturing im two minutes (pure) / Tom Gunning - Matter of life and death, light and sound machine / Christoph Huber - The passion of the historiographer about ""Coming Attractions"" by Peter Tscherkassky - English version. From a dark room. The Manufactured cinema of Peter Tscherkassky.","['art photography', 'darkrooms']",,,,,Interior Trece,,,,,,,,,,Mexico,,,,,,Peter Tscherkassky,,,,,,,,,,"['Sandra Gomez', 'Maximiliano Cruz', 'Moises Cosio']",,,,,,,,,Maximiliano Cruz,,,,,,,,,,,,,,,,,
827,"Designer Bookbinders at Leighton House, 1985 : a Catalogue of the Exhibits",Boxed sets,190,FA.B35.0636,Fine Art Collection,1 portfolio ([23] loose-leaf) ; 15 x 11 cm. + 23 postcards (col. ill. ; 16 x 11 cm),1985,,"Exhibition checklist of the Elizabeth Greenhill Collection of designer bookbindings. Accompanying color postcard set ""illustrates bookbindings designed and made by Fellows and Licentiates of Designer Bookbinders""; each depicts a binding by a member of Designer Bookbinders; information on the verso of each card includes a bibliographical citation of the work represented, a brief description of materials used in creating the binding, and the dimensions of the finished work. Bindings featured in the numbered postcard set are by the following binders: James Brockman (B1, B2), Lester Capon (B3), Margaret Chandler (B4, B5), Jeff Clements (B6, B7), Jenni Grey (B8), Anton P. Henley (B9), Angela James (B10, B11), Trevor Jones (B12, B13), Jen Lindsay (B14), Denise Lubett (B15), Bernard C. Middleton (B16), Dee Odell-Foster (B17), Ivor Robinson (B18), Romilly Saumarez Smith (B19), David Sellars (B20), Faith Shannon (B21), Philip Smith (B22), Sally Lou Smith (B23).",,,,,,Designer Bookbinders,,,"['Trevor Jones', 'James Brockman']",,,,,,,Leeds,,,,,,,,,,,,,Phillip Smith,,,,,,,,,Verdi Yahooda,,,,,,,,,,,,,,,,,,,,
5667,Designs on Shaw,Pamphlet bindings,184,FA.B107.1906,Fine Art Collection,5.75 x 9 in; 14.6 x 22.85 cm,2018,"['Kat Ran Press', 'Michael Russem']","Pamphlet bound with staples. A gift from Kat Ran Press. Features images of the various designs of book covers of work by George Bernard Shaw. ""Set in Copernicus and Big Caslon types with best wishes for the rest of 2018 from Michael Russem and the entire staff of Kat Ran Press."" -- colophon","['book jackets', 'pamphlet bindings']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,Desolate,Broadsides,192,FA.OSB5.2026,Fine Art Collection,7.5 x 12 in; 19.05 x 30.48 cm,2018,KS Lack,"A broadside of a poem and print by KS Lack that was created and read as part ""Text/Form Reading"", a call for emerging writers from the Center for Book Arts' Letterpress Printing & Fine Press Publishing Seminars to read works developed in-house. ""Poem and print by KS Lack. Printed in an edition of 100 for the Text: Form Reading, August 1, 2018 at CBA New York."" --colophon","['Broadsides to move', 'poetry']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,Details: Closed to Open,Perfect bindings,182,FA.B87.1442,Fine Art Collection,"1 vol., unpaged : ill. ; 15 x 13 cm.",2001,Buzz Spector,"Offset, perfect bound [not editioned, first printing 1,000 copies]. ""109 details of hands, from 90 photographs in the Swarthmore College Peace Collection, arranged in sequence from the most tightly clenched fist to the most opened hand. The original photographs were installed in the List Art Gallery at Swarthmore, Novermber 8-December 15 2001, as part of Public/Private Peace, an installation by Buzz Spector. This book is another part of that project."" - colophon","['hands', 'offset printing', 'perfect binding']",,,,,Swarthmore College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,Devil Wind,Books,177,FA.B85.1584,Fine Art Collection,18 x 14 x 2 cm,2013,Barbara Milman,"Black archival natboard covers bound by black ribbon, hand sewn. Digital inkjet print. ""Images, design and original text by Barbara Milman. Ink-jet printed on Moab Entrada paper in a limited numbered edition of 15 with 2 artist's proofs. Copyright 2014 Barbara Milman. Red Parrot Press""--Colophon. Signed and dated 7/15 by artist in pencil on colophon. Center's copy is #6. ""Devil winds"" are hot, dry winds that blow west from the California deserts and fan wildfires. This book is based on data about the 20 largest wildfires in California up to 2013. The size of the red circles are scaled to correspond to the size of each fire. The data comes from official records on the CAL FIRE website.","[""artists' books"", 'desert climate', 'environmental impact statements', 'fires']",,,Barbara Milman,,,,,,,,,,,,,,Red Parrot Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,
4664,[Diana Morgan],Broadsides,192,FA.FFM4.4039,Fine Art Collection,"31.5 x 49 cm,  12.5"" x 19.375""",2009,Zoë Sheehan Saldaña,Letterpress print. 1 color - black. Signed by the artist. Edition number 1/16. Printed obituary of Diana Morgan.,"['letterpress printing', 'obituaries']",,,Zoe Sheehan Saldana - Artist website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,Diario,Perfect bindings,182,FA.B46.1505,Fine Art Collection,88 p.; col. ill. ; 24 cm,2011,Isabel Baraona,"A small edition organized upon a selection of several drawings, mostly self-portraits drawn daily for the past months. ""Diary"" results from the offset printing (black/white) of a selection of self-portraits that are complemented and later processed by a manual intervention, as collages. The text in page 32 /33 is a faithful copy of the Portuguese translation of ""The Body Artist"", from Don DeLillo. (pages 74-75. Edited in Lisbon by Relogio de agua, 2001).",,,,Author's site,,,,,,Artists' books,,,,,,Cascais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,"Diary Comics, Volume One",Pamphlet bindings,184,FA.B71.2334,Fine Art Collection,4.25 x 4.25 in,2017,Soumya Dhulekar,"Stapled pamphlet binding. Series of four-panel, slice-of-life comics printed in black-and-white.","['comics', 'pamphlet bindings']",,,Artist's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maymanah Farhat,,,,,,,,,,,,,,,,,,,,,,,,,
195,Diary Extracts 1968-1976,Books,177,FA.B13.0194,Fine Art Collection,45 leaves; 21 x 15 cm (8 1/4 x 5 3/4 inches),1977,Ian Breakwell,"Perfect bound with black wrappers; embossed gold title/author information on front cover. Book consists of photo-typeset, black and white images and text. Published in conjunction with an exhibition of the Continuous Diary. ""The Diaries record the side-events of daily life: by turns mundane, curious, bleak, erotic, tender, vicious, cunning, stupid, ambiguous, absurd, as observed by a personal witness.""--Introduction.","[""artists' books"", 'diaries', 'perfect bindings', 'photocomposition']",,,,,Midland Group,,,,,,,,Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Diary of a Madman,Books,177,FA.SA4.0754,Fine Art Collection,49 p.; clamshell case: 27.6 x 18.5 x 3.7 cm; book: 25.6 x 17 cm,1998,,"CBA copy 2; Number 40 in an Edition of 50; signed and numbered by the artist. Bound by the artist in tan linen boards fastened to the signatures with jute fibers whose ends come through the front and back in short tufts. The title was hand-lettered on the spine of the accompanying clamshell box. Leaves are grey, and present text, translated from Russian by Constance Garnett, accompanied by hand-lettered headings and illustrations throughout. ""Drypoint plates by Mikhail Magaril were printed by Kathy Caraccio and Sana Fadel at Kathy Caraccio Studio. Each copy was handlettered and bound by the artist. Typography was planned by Misha Beletsky. The type was set in Monotype Van Dijick by Michael and Winifred Bixler and printed by Emily Artinian of Peter Kruty Editions on Rives BFK paper. Of the edition of one hundred copies, fifty are reserved for members and associates of The Center Books Arts in New York City...""--Colophon.",,,,,,,Center for Book Arts,Mikhail Magaril,Nikolai Gogol,,,,,New York City,,,,"['Kathy Caraccio', 'Sana Fadel', 'Kathy Caraccio Studio', 'Emily Artinian', 'Peter Kruty Editions']",,,,,,,Winifred Bixler,,,,,,Misha Beletsky,,,,,,,,,,,,,,,,,,,,,,,,,,,
